evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,validation_sample_only_edges_with_heterogeneous_node_types,markedness,diagnostic_odds_ratio,informedness,false_discovery_rate,specificity,positive_likelyhood_ratio,fowlkes_mallows_index,fall_out,miss_rate,balanced_accuracy,prevalence_threshold,precision,negative_predictive_value,negative_likelyhood_ratio,threat_score,matthews_correlation_coefficient,accuracy,prevalence,false_omission_rate,f1_score,recall,auroc,auprc,time_required_for_training,time_required_for_evaluation,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,number_of_threads,python_version,platform,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'training_sample_only_edges_with_heterogeneous_node_types')","('model_parameters', 'edge_embedding_method')","('model_parameters', 'training_unbalance_rate')","('model_parameters', 'prediction_batch_size')","('model_parameters', 'use_edge_metrics')","('model_parameters', 'use_scale_free_distribution')","('model_parameters', 'random_state')","('model_parameters', 'n_estimators')","('model_parameters', 'criterion')","('model_parameters', 'max_depth')","('model_parameters', 'min_samples_split')","('model_parameters', 'min_samples_leaf')","('model_parameters', 'min_weight_fraction_leaf')","('model_parameters', 'max_features')","('model_parameters', 'max_leaf_nodes')","('model_parameters', 'min_impurity_decrease')","('model_parameters', 'bootstrap')","('model_parameters', 'oob_score')","('model_parameters', 'n_jobs')","('model_parameters', 'verbose')","('model_parameters', 'warm_start')","('model_parameters', 'ccp_alpha')","('model_parameters', 'max_samples')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')"
test,0.8,1.0,True,False,0.7804199624547721,69.06455409932238,0.777406359818291,0.13403808908973536,0.8576326390674552,6.4605659241420845,0.8924623290797421,0.14236736093254476,0.08022627924916426,0.8887031799091455,0.2823451551259626,0.8659619109102646,0.9144580515445074,0.09354387367579446,0.8051470588235294,0.7789117036875821,0.8887031799091455,0.5,0.0855419484554926,0.8920570264765784,0.9197737207508357,0.9481174057059046,0.9292670593202709,96.83228826522827,4.357201337814331,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.2636184692382812e-05,2.1457672119140625e-06,1.9073486328125e-06,94.66383266448975,94.3442895412445,5.4836273193359375e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.8,1.0,True,False,0.8192684141304007,125.90462920817643,0.8114232450501415,0.13045101225242628,0.8567835561841091,6.665712842955734,0.9111015174595624,0.14321644381589094,0.045360311133967546,0.9057116225250708,0.27918890835841753,0.8695489877475737,0.9497194263828271,0.052942555685814706,0.8350471986560859,0.8153363938649943,0.9057116225250708,0.5,0.050280573617172884,0.910109777304519,0.9546396888660325,0.9638642606152759,0.9594075332916302,96.12905168533325,4.414278507232666,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.2636184692382812e-05,2.1457672119140625e-06,1.9073486328125e-06,95.18663573265076,94.8849892616272,4.76837158203125e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.8,1.0,True,False,0.7777368560962743,67.16356953772419,0.7746742950201422,0.1355337574223987,0.8559612582497643,6.378235644153527,0.8911769784414015,0.14403874175023568,0.08128696322962203,0.8873371475100711,0.2836463493352724,0.8644662425776013,0.913270613518673,0.09496570369999502,0.803043641131298,0.7762040651191948,0.8873371475100711,0.5,0.08672938648132694,0.8907645082039589,0.918713036770378,0.9451371707906387,0.9221867218113696,96.12905168533325,4.414278507232666,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.2636184692382812e-05,2.1457672119140625e-06,1.9073486328125e-06,95.18663573265076,94.8849892616272,4.76837158203125e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.8,1.0,True,False,0.8072764005060933,111.76344136562112,0.7973798962886773,0.1410530021872234,0.8433294763006771,6.0895336114340415,0.9052506525878408,0.15667052369932288,0.04594958001199967,0.8986899481443387,0.28837574343785904,0.8589469978127766,0.9483294026933167,0.05448591719283982,0.8248247019701924,0.8023128894090169,0.8986899481443388,0.5,0.051670597306683295,0.9040043145839282,0.9540504199880003,0.9622770781510415,0.9582254865788982,95.69234108924866,4.34522271156311,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,9,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.2636184692382812e-05,2.1457672119140625e-06,1.9073486328125e-06,95.44362187385559,95.12605404853821,7.867813110351562e-06,4.76837158203125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,420,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.8,1.0,True,False,0.7750876884062696,67.82461508323931,0.7696815805262707,0.14482206247342555,0.8430830547698637,5.9050252628704065,0.8901722396095761,0.15691694523013633,0.073401474243593,0.8848407902631353,0.2915429987570818,0.8551779375265744,0.9199097508796952,0.08706315923243102,0.8009205237910022,0.7723799046188289,0.8848407902631353,0.5,0.08009024912030488,0.889456823008531,0.926598525756407,0.9452212805123615,0.9210560740462904,95.69234108924866,4.34522271156311,Edge Prediction,Random Forest Classifier,scikit-learn,MusMusculus,16180,466680,Connected Monte Carlo,9,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.2636184692382812e-05,2.1457672119140625e-06,1.9073486328125e-06,95.44362187385559,95.12605404853821,7.867813110351562e-06,4.76837158203125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,420,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.7144384910538677,85.40155733250369,0.6476918688841109,0.25196678382882187,0.6710181812862931,2.9687770935686815,0.8547422767615745,0.3289818187137069,0.023326312402182303,0.8238459344420554,0.3672401302572147,0.7480332161711781,0.9664052748826897,0.0347625638957613,0.7349037239223628,0.6802470150419064,0.8238459344420553,0.5,0.03359472511731031,0.8471982782547187,0.9766736875978177,0.9692350282971254,0.9664739356401232,60.00672745704651,3.1355154514312744,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,0,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.74624967575073,88.48859190940857,6.4373016357421875e-06,1.6689300537109375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,42,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7054951485380063,68.06321074239092,0.642201029721507,0.25290952884766904,0.6713374678212028,2.953983088562527,0.8516589199231864,0.32866253217879715,0.029136438099695794,0.8211005148607535,0.36782075480383175,0.747090471152331,0.9584046773856755,0.04340058390343811,0.7307074131971202,0.6731045318928073,0.8211005148607535,0.5,0.04159532261432449,0.8444031702011271,0.9708635619003042,0.9518943536007884,0.9246777013199614,60.00672745704651,3.1355154514312744,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,0,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.74624967575073,88.48859190940857,6.4373016357421875e-06,1.6689300537109375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,42,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.6501251582242711,51.67270680348377,0.5407725949654072,0.30825363566583,0.5653239135840391,2.2440817700008413,0.8214396380380737,0.4346760864159609,0.0245513186186318,0.7703862974827036,0.4003160963599428,0.69174636433417,0.9583787938901012,0.04342876363212979,0.6799086501944752,0.5929332752217867,0.7703862974827036,0.5,0.04162120610989883,0.809459073998774,0.9754486813813682,0.9649352637890392,0.963627116794254,55.310734033584595,3.1098551750183105,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,1,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.83980536460876,88.57892918586731,5.9604644775390625e-06,5.245208740234375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,84,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.6554717852001128,58.25366224451103,0.544245846009829,0.3072691674177207,0.5661566814884156,2.254475573986042,0.8231357854440692,0.4338433185115844,0.02191083547858652,0.7721229230049145,0.39976156351831177,0.6927308325822793,0.9627409526178337,0.038701010153202355,0.6821450795172856,0.597275310281455,0.7721229230049146,0.5,0.0372590473821664,0.8110419105027926,0.9780891645214135,0.9443341047199777,0.9187761947766118,55.310734033584595,3.1098551750183105,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,1,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.83980536460876,88.57892918586731,5.9604644775390625e-06,5.245208740234375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,84,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.7011407575137159,78.9113728889917,0.6250932467418493,0.2648852505013327,0.647878362367809,2.7752196398529505,0.8475642010685631,0.35212163763219095,0.022785115625959862,0.8125466233709246,0.37510797738419077,0.7351147494986673,0.9660260080150487,0.03516881709505905,0.7227270514547195,0.6620259455167058,0.8125466233709245,0.5,0.03397399198495134,0.8390499828100201,0.9772148843740401,0.9681558826797162,0.9655450378268903,57.763882875442505,3.0477709770202637,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,2,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.88361310958862,88.63348698616028,5.9604644775390625e-06,2.384185791015625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,126,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.6933336844102866,63.356201558370294,0.6218406271940089,0.26465312991297796,0.6503627428036508,2.7785307898259703,0.845206023195062,0.3496372571963492,0.028522115609641907,0.8109203135970044,0.3749682371474276,0.735346870087022,0.9579868143232645,0.04385570349046415,0.7198066585746489,0.6566148438532483,0.8109203135970044,0.5,0.04201318567673547,0.8370785808809629,0.9714778843903581,0.9487348594901868,0.9227602207460692,57.763882875442505,3.0477709770202637,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,2,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.88361310958862,88.63348698616028,5.9604644775390625e-06,2.384185791015625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,126,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.6473710125445042,53.21457501839123,0.5318976991823541,0.31302045171159354,0.5547778899176503,2.1946794355832253,0.8193053918975024,0.4452221100823497,0.022880190735296235,0.765948849591177,0.4029909911080809,0.6869795482884065,0.9603914642560977,0.04124207390221068,0.6761035569882243,0.5868007771720932,0.765948849591177,0.5,0.039608535743902364,0.8067563059207498,0.9771198092647038,0.9647510857775046,0.9623234481887611,56.44201350212097,3.037945032119751,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,3,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,89.45459079742432,89.19774651527405,5.7220458984375e-06,5.7220458984375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,168,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.6515466996882926,57.20231784344173,0.536362040720805,0.3112012686121466,0.557951088228411,2.213354509959632,0.8209313143331435,0.442048911771589,0.02158904750760593,0.7681810203604025,0.4019721249745546,0.6887987313878534,0.9627479683004392,0.03869344098988104,0.6784866619332589,0.5911555780585329,0.7681810203604025,0.5,0.03725203169956085,0.8084504659117003,0.9784109524923941,0.9453324440183544,0.9191896839852811,56.44201350212097,3.037945032119751,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,3,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,89.45459079742432,89.19774651527405,5.7220458984375e-06,5.7220458984375e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,168,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.7371654372330767,95.11791153812393,0.6859522869220531,0.22856737703589658,0.7111874149809119,3.375077550296907,0.8671593982278131,0.28881258501908813,0.025235128058858858,0.8429761434610266,0.35246782294705037,0.7714326229641034,0.9657328142689733,0.03548309141485042,0.7563278658756303,0.7110979661832286,0.8429761434610266,0.5,0.034267185731026675,0.8612604520723213,0.9747648719411411,0.9680326583810897,0.9652127762721879,59.516961097717285,3.1174476146698,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,4,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.84924340248108,88.60987496376038,3.814697265625e-06,2.384185791015625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,210,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.7263993070999266,78.62403532835381,0.6748771355019891,0.23352892256514513,0.7042768546688509,3.282124839252152,0.8625178508348382,0.2957231453311491,0.029399719166861682,0.8374385677509946,0.35566133008803325,0.7664710774348549,0.9599282296650717,0.04174454828660435,0.7490799900661504,0.7001644689687048,0.8374385677509946,0.5,0.04007177033492823,0.8565417182982239,0.9706002808331383,0.9510643763303029,0.9215494144592369,59.516961097717285,3.1174476146698,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,4,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,88.84924340248108,88.60987496376038,3.814697265625e-06,2.384185791015625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,210,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.6902136800860341,72.93338217905462,0.6067803179896734,0.2748794590649225,0.6295508066757354,2.637958265058338,0.8417892799636285,0.3704491933242646,0.022770488686062018,0.8033901589948367,0.38107152802401895,0.7251205409350775,0.9650931391509566,0.036169421823631275,0.7130724116400817,0.6471538273729256,0.8033901589948367,0.5,0.03490686084904338,0.8325070286519786,0.977229511313938,0.9673259005046067,0.9649326864943102,55.25507616996765,3.1088085174560547,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,5,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,87.55736088752747,87.29840517044067,3.337860107421875e-06,2.384185791015625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,252,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.6734015504269473,51.05575543187953,0.5949128247133162,0.2782496810563849,0.6267552071144395,2.5938945058390157,0.8359234829155595,0.37324479288556045,0.03184238240112336,0.7974564123566581,0.3830599837644612,0.7217503189436151,0.9516512314833322,0.05080513418903154,0.705014592164966,0.6329417181153585,0.7974564123566581,0.5,0.04834876851666778,0.8269895112976879,0.9681576175988766,0.9430697285789699,0.919105867265012,55.25507616996765,3.1088085174560547,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,5,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,87.55736088752747,87.29840517044067,3.337860107421875e-06,2.384185791015625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,252,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.6513473871024489,52.01374347179184,0.5431311890239443,0.30707262265057733,0.5677629558120145,2.256558632183616,0.8221066547531911,0.4322370441879855,0.02463176678807022,0.7715655945119722,0.3996507659977034,0.6929273773494227,0.9584200097530262,0.0433838920555179,0.6810103377579653,0.5947832217073649,0.7715655945119722,0.5,0.041579990246973786,0.8102393215097744,0.9753682332119298,0.9648106655605125,0.9622600742901752,56.2562038898468,3.074347496032715,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,86.5208432674408,86.26512360572815,6.67572021484375e-06,6.198883056640625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.6568398619717029,60.25395744106848,0.5450649426632344,0.3070590549958062,0.566273695296045,2.2567025258827105,0.8235560283990725,0.433726304703955,0.021208752632810635,0.7725324713316172,0.3996431164715489,0.6929409450041938,0.9638989169675091,0.03745318352059918,0.6826904438844738,0.5983480439547981,0.7725324713316172,0.5,0.036101083032490974,0.8114272549245478,0.9787912473671894,0.9468132299379786,0.9159508211977252,56.2562038898468,3.074347496032715,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,6,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,86.5208432674408,86.26512360572815,6.67572021484375e-06,6.198883056640625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,294,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.6197503307994703,41.15371882842242,0.48606418301227183,0.33404498113509073,0.510809308584551,1.9936088146032978,0.805900662797598,0.489190691415449,0.024745125572279036,0.7430320915061359,0.41460192678546326,0.6659550188649093,0.953795311934561,0.04844298088624815,0.6548891824597418,0.5488519274008516,0.743032091506136,0.5,0.046204688065439,0.7914598625707956,0.975254874427721,0.9624271489198426,0.9607408293834241,55.84244084358215,3.0625030994415283,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,86.60640716552734,86.36115980148315,3.0994415283203125e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
test,0.7999976596964626,1.0,True,False,0.625742634360221,47.61208099377113,0.4877135501989236,0.33407313043651343,0.5090246899134098,1.993356570441207,0.8073011885328726,0.49097531008659023,0.021311139714486282,0.7438567750994618,0.41461728227301436,0.6659268695634866,0.9598157647967345,0.0418666130283612,0.6564084956099475,0.5524338527956539,0.7438567750994617,0.5,0.040184235203265486,0.7925683759165156,0.9786888602855137,0.9407481418940568,0.9133044930462189,55.84244084358215,3.0625030994415283,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,7,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,86.60640716552734,86.36115980148315,3.0994415283203125e-06,1.9073486328125e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,336,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
train,0.7999976596964626,1.0,True,False,0.6572875675973715,54.46305077982928,0.5534139277721708,0.30200350095896966,0.5779396492459813,2.31121989256628,0.8251530956833739,0.4220603507540187,0.02452572147381049,0.7767069638860854,0.3967829351343844,0.6979964990410303,0.9592910685563413,0.04243647499493829,0.6859584250478287,0.6031186404513441,0.7767069638860854,0.5,0.040708931443658766,0.8137311274782696,0.9754742785261895,0.9654418737129564,0.9635091727128761,55.81937122344971,3.0816617012023926,Edge Prediction,Random Forest Classifier,scikit-learn,SusScrofa,15173,341836,Connected Monte Carlo,8,"{""train_size"": 0.8, ""minimum_node_degree"": 5, ""maximum_node_degree"": 100}",False,96,3.7.6,Linux-5.10.0-19-cloud-amd64-x86_64-with-debian-11.6,10,,1.3113021850585938e-05,1.9073486328125e-06,1.1920928955078125e-06,85.8974916934967,85.65401768684387,3.337860107421875e-06,2.1457672119140625e-06,Node2Vec SkipGram,False,Concatenate,1.0,4096,False,True,378,1000,gini,10,2,1,0.0,sqrt,,0.0,True,False,-1,0,False,0.0,,420,100,30,6.0,10,128,10,5,0.25,4.0,100,0.01,0.9,None,None,False,False,False,True,f32
